delivery_partner|payout_period|payout_on|total_orders|total_payout|store_name|location|year|file_name
swiggy|06 February - 12 February|15 February 2022|1|265.97|CREAMERS|Ravet|2022|invoiceAnnexure_333265_17022022_1645049347019.xlsx
swiggy|07 August - 13 August|16 August 2022|5|1613.85|CREAMERS|Ravet|2022|invoiceAnnexure_333265_17082022_1660726733846.xlsx
swiggy|08 May - 14 May|17 May 2022|7|2035.63|CREAMERS|Ravet|2022|invoiceAnnexure_333265_18052022_1652851682470.xlsx
swiggy|09 October - 15 October|18 October 2022|2|604.67|CREAMERS|Ravet|2022|invoiceAnnexure_333265_19102022_1666195292018.xlsx
swiggy|10 April - 16 April|19 April 2022|6|1796.7|CREAMERS|Ravet|2022|invoiceAnnexure_333265_20042022_1650442693442.xlsx
swiggy|10 July - 16 July|19 July 2022|6|2326.59|CREAMERS|Ravet|2022|invoiceAnnexure_333265_20072022_1658326478733.xlsx
swiggy|11 September - 17 September|20 September 2022|3|975.22|CREAMERS|Ravet|2022|invoiceAnnexure_333265_21092022_1663770518692.xlsx
swiggy|11 December - 17 December|20 December 2022|1|247.61|CREAMERS|Ravet|2022|invoiceAnnexure_333265_21122022_1671615932036.xlsx
swiggy|12 February - 18 February|21 February 2022|5|984.31|CREAMERS|Ravet|2022|invoiceAnnexure_333265_22022023_1677051796587.xlsx
swiggy|12 June - 18 June|21 June 2022|3|735.57|CREAMERS|Ravet|2022|invoiceAnnexure_333265_22062022_1655919551152.xlsx
swiggy|13 February - 19 February|22 February 2022|2|580.44|CREAMERS|Ravet|2022|invoiceAnnexure_333265_23022022_1645634246134.xlsx
swiggy|13 November - 19 November|22 November 2022|9|2810.99|CREAMERS|Ravet|2022|invoiceAnnexure_333265_23112022_1669206852066.xlsx
swiggy|15 May - 21 May|24 May 2022|2|580.44|CREAMERS|Ravet|2022|invoiceAnnexure_333265_25052022_1653455271611.xlsx
swiggy|14 August - 20 August|23 August 2022|4|1223.2|CREAMERS|Ravet|2022|invoiceAnnexure_333265_25082022_1661381878226.xlsx
swiggy|17 April - 23 April|26 April 2022|3|912.9|CREAMERS|Ravet|2022|invoiceAnnexure_333265_27042022_1651050626638.xlsx
swiggy|16 October - 22 October|26 October 2022|6|1332.06|CREAMERS|Ravet|2022|invoiceAnnexure_333265_27102022_1666889874548.xlsx
swiggy|17 July - 23 July|26 July 2022|5|1710.79|CREAMERS|Ravet|2022|invoiceAnnexure_333265_28072022_1658955094834.xlsx
swiggy|18 September - 24 September|27 September 2022|1|255.58|CREAMERS|Ravet|2022|invoiceAnnexure_333265_28092022_1664378658111.xlsx
swiggy|18 December - 24 December|27 December 2022|1|226.37|CREAMERS|Ravet|2022|invoiceAnnexure_333265_28122022_1672217824388.xlsx
swiggy|19 June - 25 June|28 June 2022|3|908.73|CREAMERS|Ravet|2022|invoiceAnnexure_333265_29062022_1656520103183.xlsx
swiggy|20 November - 26 November|29 November 2022|1|329.23|CREAMERS|Ravet|2022|invoiceAnnexure_333265_30112022_1669806214197.xlsx
swiggy|20 March - 26 March|29 March 2022|4|901.81|CREAMERS|Ravet|2022|invoiceAnnexure_333265_31032022_1648679960003.xlsx
swiggy|27 November - 30 November|04 December 2022|1|-2449.81|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_04122022_1670173840881.xlsx
swiggy|01 December - 03 December|07 December 2022|1|-1982.37|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_08122022_1670447155258.xlsx
swiggy|01 April - 09 April|12 April 2022|1|-3336.39|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_12042022_1649782430220.xlsx
swiggy|04 December - 10 December|13 December 2022|2|-1351.12|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_14122022_1670968060818.xlsx
swiggy|06 March - 12 March|15 March 2022|1|-2511.54|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_15032022_1647347957842.xlsx
swiggy|06 November - 12 November|15 November 2022|1|-3018.94|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_15112022_1668527470833.xlsx
swiggy|11 December - 17 December|20 December 2022|1|-1070.34|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_21122022_1671568516326.xlsx
swiggy|12 February - 18 February|21 February 2022|2|370.36|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_22022023_1677071210971.xlsx
swiggy|13 November - 19 November|22 November 2022|1|-2716.18|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_22112022_1669130284125.xlsx
swiggy|13 March - 19 March|22 March 2022|1|-2755.93|BERRIES GALORE|PCMC|2022|invoiceAnnexure_484962_23032022_1647975554921.xlsx
swiggy|22 May - 28 May|01 June 2022|1|-789.55|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_01062022_1654069159870.xlsx
swiggy|29 May - 31 May|03 June 2022|1|-38.87|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_03062022_1654254300165.xlsx
swiggy|26 June - 30 June|03 July 2022|1|-183.24|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_04072022_1656945725457.xlsx
swiggy|25 September - 30 September|03 October 2022|6|1667.48|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_04102022_1664888362976.xlsx
swiggy|30 October - 31 October|03 November 2022|3|939.86|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_04112022_1667573301860.xlsx
swiggy|24 July - 31 July|03 August 2022|4|1517.19|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_05082022_1659646306285.xlsx
swiggy|23 October - 29 October|01 November 2022|4|874.14|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_05112022_1667597744101.xlsx
swiggy|27 November - 30 November|04 December 2022|5|789.14|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_05122022_1670243764494.xlsx
swiggy|27 March - 31 March|05 April 2022|1|-2483.81|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_06042022_1649193480824.xlsx
swiggy|28 August - 31 August|03 September 2022|3|670.92|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_06092022_1662468833153.xlsx
swiggy|01 June - 04 June|07 June 2022|1|409.05|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_08062022_1654699092457.xlsx
swiggy|01 December - 03 December|07 December 2022|7|1055.46|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_08122022_1670498181794.xlsx
swiggy|01 November - 05 November|08 November 2022|5|1290.89|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_09112022_1668004274363.xlsx
swiggy|01 August - 06 August|10 August 2022|3|1220.55|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_10082022_1660149818760.xlsx
swiggy|01 October - 08 October|11 October 2022|7|1771.45|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_12102022_1665579704503.xlsx
swiggy|01 July - 09 July|12 July 2022|7|528.8|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_13072022_1657730149379.xlsx
swiggy|01 September - 10 September|13 September 2022|8|1885.18|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_14092022_1663173373843.xlsx
swiggy|04 December - 10 December|13 December 2022|11|1438.34|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_14122022_1671033095144.xlsx
swiggy|05 June - 11 June|14 June 2022|2|481.02|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_15062022_1655302976179.xlsx
swiggy|06 November - 12 November|15 November 2022|4|911.49|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_16112022_1668599788571.xlsx
swiggy|08 May - 14 May|17 May 2022|1|-2144.39|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_17052022_1652803865068.xlsx
swiggy|07 August - 13 August|16 August 2022|3|239.24|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_17082022_1660734504378.xlsx
swiggy|09 October - 15 October|18 October 2022|11|2347.58|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_19102022_1666180971635.xlsx
swiggy|10 July - 16 July|19 July 2022|4|466.2|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_21072022_1658349747809.xlsx
swiggy|11 September - 17 September|20 September 2022|9|1853.99|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_21092022_1663763403932.xlsx
swiggy|11 December - 17 December|20 December 2022|14|1784.38|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_21122022_1671618718139.xlsx
swiggy|12 February - 18 February|21 February 2022|5|893.79|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_22022023_1677055870576.xlsx
swiggy|12 June - 18 June|21 June 2022|3|1198.58|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_22062022_1655910970416.xlsx
swiggy|13 November - 19 November|22 November 2022|7|982.16|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_23112022_1669200076940.xlsx
swiggy|15 May - 21 May|24 May 2022|3|-1237.47|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_24052022_1653400501867.xlsx
swiggy|14 August - 20 August|23 August 2022|6|1362.62|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_24082022_1661342194928.xlsx
swiggy|16 October - 22 October|26 October 2022|7|2253.54|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_27102022_1666880513430.xlsx
swiggy|17 July - 23 July|26 July 2022|5|1596.64|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_28072022_1658969618653.xlsx
swiggy|18 September - 24 September|27 September 2022|8|1766.5|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_28092022_1664377543258.xlsx
swiggy|18 December - 24 December|27 December 2022|9|933.53|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_28122022_1672224990318.xlsx
swiggy|19 June - 25 June|28 June 2022|1|339.42|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_29062022_1656510466523.xlsx
swiggy|20 November - 26 November|29 November 2022|7|973.13|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_30112022_1669813888387.xlsx
swiggy|21 August - 27 August|30 August 2022|6|1717.69|BERRIES GALORE|PCMC|2022|invoiceAnnexure_489734_31082022_1661939299310.xlsx
swiggy|22 January - 28 January|30 January 2023|88|17093.23|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_01022023_1675251240673.xlsx
swiggy|19 February - 25 February|28 February 2023|115|27690.05|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_01032023_1677616904398.xlsx
swiggy|21 May - 27 May|30 May 2023|101|21388.74|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_01062023_1685578309124.xlsx
swiggy|22 October - 28 October|31 October 2023|65|15945.85|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_01112023_1698827158496.xlsx
swiggy|29 October - 31 October|03 November 2023|32|7062.19|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_03112023_1699030176024.xlsx
swiggy|25 December - 31 December|03 January 2023|219|55353.46|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_04012023_1672842060793.xlsx
swiggy|26 February - 28 February|03 March 2023|65|13040.33|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_04032023_1677932113951.xlsx
swiggy|23 April - 30 April|03 May 2023|149|32807.22|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_04052023_1683213894551.xlsx
swiggy|23 July - 31 July|02 August 2023|102|25473.27|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_04082023_1691087416058.xlsx
swiggy|24 September - 30 September|03 October 2023|59|14851.5|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_04102023_1696413300689.xlsx
swiggy|26 March - 31 March|04 April 2023|94|23284.29|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_05042023_1680648481725.xlsx
swiggy|28 May - 31 May|03 June 2023|62|8425.97|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_05062023_1685976379097.xlsx
swiggy|25 June - 30 June|04 July 2023|73|15809.42|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_05072023_1688553120503.xlsx
swiggy|27 August - 31 August|03 September 2023|70|17849.93|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_05092023_1693861530674.xlsx
swiggy|26 November - 30 November|03 December 2023|53|10659.69|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_05122023_1701773677508.xlsx
swiggy|29 January - 31 January|02 February 2023|38|13478.72|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_06022023_1675696054139.xlsx
swiggy|01 February - 04 February|07 February 2023|54|12877.91|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_08022023_1675809079173.xlsx
swiggy|01 March - 04 March|07 March 2023|65|19540.5|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_08032023_1678229365239.xlsx
swiggy|01 June - 03 June|07 June 2023|52|12326.67|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_08062023_1686172198909.xlsx
swiggy|01 November - 04 November|07 November 2023|33|7621.94|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_08112023_1699452232544.xlsx
swiggy|01 August - 05 August|08 August 2023|43|7785.67|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_09082023_1691572722559.xlsx
swiggy|01 January - 07 January|10 January 2023|104|26188.45|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_11012023_1673437808434.xlsx
swiggy|01 May - 06 May|09 May 2023|89|21989.25|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_11052023_1683747066572.xlsx
swiggy|01 October - 07 October|10 October 2023|79|21343.28|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_11102023_1697015383495.xlsx
swiggy|01 April - 08 April|11 April 2023|130|26553.43|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_12042023_1681321014843.xlsx
swiggy|01 July - 08 July|11 July 2023|93|25037.41|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_12072023_1689127014124.xlsx
swiggy|01 September - 09 September|12 September 2023|113|28846.42|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_13092023_1694607937338.xlsx
swiggy|01 December - 09 December|12 December 2023|92|21867.23|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_13122023_1702413190130.xlsx
swiggy|04 June - 10 June|13 June 2023|106|23990.07|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_14062023_1686744913258.xlsx
swiggy|05 February - 11 February|14 February 2023|124|33083.22|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_15022023_1676466444089.xlsx
swiggy|05 March - 11 March|14 March 2023|128|36049.59|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_15032023_1678901692857.xlsx
swiggy|06 August - 12 August|15 August 2023|59|15971.99|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_16082023_1692178908539.xlsx
swiggy|05 November - 11 November|14 November 2023|58|13234.53|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_16112023_1700142262615.xlsx
swiggy|07 May - 13 May|16 May 2023|91|20039.58|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_17052023_1684313018323.xlsx
swiggy|08 January - 14 January|17 January 2023|98|22070.41|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_18012023_1674033253867.xlsx
swiggy|08 October - 14 October|17 October 2023|74|15503.23|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_18102023_1697619207887.xlsx
swiggy|09 April - 15 April|18 April 2023|78|18317.97|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_19042023_1681916196615.xlsx
swiggy|09 July - 15 July|18 July 2023|80|20897.82|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_19072023_1689758806283.xlsx
swiggy|11 June - 17 June|20 June 2023|94|21344.2|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_21062023_1687346088261.xlsx
swiggy|10 September - 16 September|20 September 2023|88|21425.2|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_21092023_1695304712007.xlsx
swiggy|12 March - 18 March|21 March 2023|89|20802.95|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_22032023_1679496840164.xlsx
swiggy|12 November - 18 November|21 November 2023|50|10411.21|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_22112023_1700648769233.xlsx
swiggy|13 August - 19 August|22 August 2023|64|16236.2|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_23082023_1692742244849.xlsx
swiggy|14 May - 20 May|23 May 2023|130|27176.55|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_24052023_1684928094538.xlsx
swiggy|15 January - 21 January|24 January 2023|86|13262.65|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_25012023_1674591996764.xlsx
swiggy|15 October - 21 October|24 October 2023|63|13996.62|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_25102023_1698228877733.xlsx
swiggy|25 December - 31 December|27 January 2023|1|-6746.77|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_27012023_1674810320988.xlsx
swiggy|16 April - 22 April|25 April 2023|121|26020.11|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_27042023_1682588607509.xlsx
swiggy|17 September - 23 September|26 September 2023|58|15100.95|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_27092023_1695817605826.xlsx
swiggy|18 June - 24 June|27 June 2023|107|25132.64|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_28062023_1687953612484.xlsx
swiggy|19 March - 25 March|28 March 2023|91|23595.33|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_29032023_1680104655291.xlsx
swiggy|19 November - 25 November|28 November 2023|80|17394.92|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_29112023_1701257453992.xlsx
swiggy|20 August - 26 August|29 August 2023|60|15641.35|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_30082023_1693394288941.xlsx
swiggy|16 July - 22 July|25 July 2023|76|16717.44|Sprinkles & Sparkles|Ravet|2023|invoiceAnnexure_250980_31072023_1690791357828.xlsx
swiggy|22 January - 28 January|30 January 2023|21|6774.97|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_01022023_1675246937330.xlsx
swiggy|21 May - 27 May|30 May 2023|79|20718.22|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_01062023_1685570278240.xlsx
swiggy|22 October - 28 October|31 October 2023|58|16542.98|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_01112023_1698790238169.xlsx
swiggy|29 January - 31 January|02 February 2023|6|1133.58|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_03022023_1675427639894.xlsx
swiggy|25 December - 31 December|03 January 2023|39|10367.86|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_04012023_1672824662696.xlsx
swiggy|26 February - 28 February|03 March 2023|10|2554.12|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_04032023_1677929928259.xlsx
swiggy|23 April - 30 April|03 May 2023|39|9126.28|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_04052023_1683214518605.xlsx
swiggy|23 July - 31 July|02 August 2023|103|26260.19|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_04082023_1691089398308.xlsx
swiggy|24 September - 30 September|03 October 2023|58|16049.44|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_04102023_1696414328779.xlsx
swiggy|29 October - 31 October|03 November 2023|42|9503.03|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_04112023_1699041230392.xlsx
swiggy|26 March - 31 March|04 April 2023|13|3377.62|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_05042023_1680642518825.xlsx
swiggy|28 May - 31 May|03 June 2023|58|13080.08|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_05062023_1685986007761.xlsx
swiggy|25 June - 30 June|04 July 2023|97|25491.96|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_05072023_1688552909150.xlsx
swiggy|27 August - 31 August|03 September 2023|50|10568.8|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_05092023_1693874840103.xlsx
swiggy|26 November - 30 November|03 December 2023|69|16514.95|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_05122023_1701773786504.xlsx
swiggy|01 February - 04 February|07 February 2023|11|3732.66|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_08022023_1675802032871.xlsx
swiggy|01 March - 04 March|07 March 2023|19|6246.33|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_08032023_1678231454509.xlsx
swiggy|01 June - 03 June|07 June 2023|34|9269.77|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_08062023_1686180736459.xlsx
swiggy|01 November - 04 November|07 November 2023|42|10565.82|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_08112023_1699439018322.xlsx
swiggy|01 August - 05 August|08 August 2023|60|13313.5|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_09082023_1691582521582.xlsx
swiggy|01 May - 06 May|09 May 2023|24|6937.81|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_10052023_1683737910615.xlsx
swiggy|01 January - 07 January|10 January 2023|19|5409.43|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_11012023_1673438357012.xlsx
swiggy|01 October - 07 October|10 October 2023|64|16285.2|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_11102023_1697013937263.xlsx
swiggy|01 April - 08 April|11 April 2023|20|4938.31|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_12042023_1681302615510.xlsx
swiggy|01 July - 08 July|11 July 2023|123|33891.09|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_12072023_1689126853551.xlsx
swiggy|01 September - 09 September|12 September 2023|100|26536.51|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_13092023_1694608799991.xlsx
swiggy|01 December - 09 December|12 December 2023|132|34283.41|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_13122023_1702455657488.xlsx
swiggy|04 June - 10 June|13 June 2023|62|18198.39|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_14062023_1686743636284.xlsx
swiggy|05 February - 11 February|14 February 2023|33|11207.28|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_15022023_1676465030191.xlsx
swiggy|05 March - 11 March|14 March 2023|24|7954.9|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_15032023_1678904065435.xlsx
swiggy|06 August - 12 August|15 August 2023|61|15761.4|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_16082023_1692179117957.xlsx
swiggy|07 May - 13 May|16 May 2023|57|16396.63|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_17052023_1684325767060.xlsx
swiggy|08 January - 14 January|17 January 2023|16|4249.28|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_18012023_1674034373814.xlsx
swiggy|08 October - 14 October|17 October 2023|84|17418.23|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_18102023_1697633775361.xlsx
swiggy|09 April - 15 April|18 April 2023|25|6063.23|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_19042023_1681924784720.xlsx
swiggy|09 July - 15 July|18 July 2023|94|27283.71|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_19072023_1689762492189.xlsx
swiggy|11 June - 17 June|20 June 2023|81|21026.86|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_21062023_1687353449383.xlsx
swiggy|10 September - 16 September|20 September 2023|90|23065.16|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_21092023_1695301978276.xlsx
swiggy|12 March - 18 March|21 March 2023|25|7391.31|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_22032023_1679485461356.xlsx
swiggy|12 November - 18 November|21 November 2023|36|7916.32|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_22112023_1700663043023.xlsx
swiggy|13 August - 19 August|22 August 2023|74|19814.26|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_23082023_1692742983753.xlsx
swiggy|15 January - 21 January|24 January 2023|14|4095.33|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_25012023_1674644578847.xlsx
swiggy|14 May - 20 May|23 May 2023|84|20395.49|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_25052023_1684985971349.xlsx
swiggy|15 October - 21 October|24 October 2023|63|15824.0|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_25102023_1698228000645.xlsx
swiggy|16 April - 22 April|25 April 2023|31|8006.68|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_26042023_1682528902181.xlsx
swiggy|16 July - 22 July|25 July 2023|86|20747.71|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_26072023_1690361214784.xlsx
swiggy|17 September - 23 September|26 September 2023|47|11537.1|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_27092023_1695817499402.xlsx
swiggy|19 February - 25 February|28 February 2023|20|6740.67|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_28022023_1677606923051.xlsx
swiggy|18 June - 24 June|27 June 2023|96|26920.68|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_28062023_1687953978558.xlsx
swiggy|19 March - 25 March|28 March 2023|17|5009.33|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_29032023_1680104716722.xlsx
swiggy|19 November - 25 November|28 November 2023|76|19880.23|Sprinkles & sparkles|Pimple Saudagar|2023|invoiceAnnexure_326324_29112023_1701260362474.xlsx
swiggy|20 August - 26 August|29 August 2023|72|19092.77|Sprinkles & sparkles|Thergaon|2023|invoiceAnnexure_326324_30082023_1693395160569.xlsx
swiggy|22 January - 28 January|30 January 2023|36|11378.91|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_01022023_1675247900332.xlsx
swiggy|22 October - 28 October|31 October 2023|28|6994.88|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_01112023_1698826298907.xlsx
swiggy|29 January - 31 January|02 February 2023|11|633.63|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_03022023_1675428973990.xlsx
swiggy|29 October - 31 October|03 November 2023|12|2286.66|Creative Designer Cakes|Chinchwad|2023|invoiceAnnexure_331485_03112023_1699030843115.xlsx
swiggy|25 December - 31 December|03 January 2023|66|11830.94|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_04012023_1672839805226.xlsx
swiggy|26 February - 28 February|03 March 2023|14|2133.47|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_04032023_1677930970975.xlsx
swiggy|23 April - 30 April|03 May 2023|48|8578.96|CREATIVE DESIGNER  CAKES|Ravet|2023|invoiceAnnexure_331485_04052023_1683215404869.xlsx
swiggy|23 July - 31 July|02 August 2023|45|11126.65|Creative Designer  Cakes|Chinchwad|2023|invoiceAnnexure_331485_04082023_1691089371305.xlsx
